big_kind,kind,title,body,,,,,,,
0,0,[안내] 저스트 익스프레스 주문 등록법/ 운영시간,"<h2>저스트 익스프레스 주문 시 보철 정보/ 팝업창 체크박스 확인 후 주문서 등록 부탁드립니다.</h2><h4>⏰ 저스트 익스프레스 운영시간은 10:00 ~ 19:00 입니다 (점심시간 13:00 ~ 14:00 제외)</h4><h4><br></h4><p><br></p><h4><strong>📌 [저스트 템프/ 저스트 인레이/ 저스트 로딩 주문]</strong></h4><h5><strong>1. [보철 선택] </strong>기타보철 선택 &gt; 저스트 익스프레스 &gt; 저스트 템프 or 저스트 인레이 or 저스트 로딩</h5><ul><li><p>자주 사용하는 보철을 즐겨찾기로 추가할 수 있습니다.</p></li></ul><p><img src="" alt=1_0.8546604730227669.jpg"" contenteditable=""false""><br></p><p><img src="""" alt=""2_0.4826277053337953.jpg"" contenteditable=""false""><br></p><ul><li><p>저스트 로딩의 경우 베이스와 스캔바디가 선택 되어야만 주문 등록이 가능합니다.</p></li></ul><p><img src="""" alt=""저스트로딩_0.9284024596816083.gif"" contenteditable=""false""><br></p><p><br></p><h5><strong>2. 주문 등록시 팝업창 체크박스를 모두 체크해야 [확인] 버튼이 활성화 됩니다</strong></h5><h5><br></h5><p><img src="""" alt=""제목 없는 디자인_0.614994105919145.gif"" contenteditable=""false""><br></p><p><br></p><h5><strong><span data-raw-html=""span"" style=""color: #f8f8f8"">3. </span>스캔 전송전 주문서 작성 시","주문서 임시저장이 가능합니다.</strong></h5><h5><strong><span data-raw-html=""span"" style=""color: #f7ca88"">→</span> [주문리스트 &gt; 대기 탭]에서 임시저장된 주문서 확인이 가능합니다.</strong></h5><h5><strong><span data-raw-html=""span"" style=""color: #f7ca88"">→</span> 스캔 후","팝업창의 체크박스를 모두 체크하고 주문을 등록합니다.</strong></h5><p><br></p><p><img src="""" alt=""제목 없는 디자인 (1)_0.9199198897490726.gif"" contenteditable=""false""><br></p><p><br></p><p><br></p><div contenteditable=""false""><hr></div><p><br></p><h4><strong>📌 [실시간 디자인 &gt; 임시치아","인레이 주문]</strong></h4><h5><strong>1. [보철 선택] </strong>기타보철 선택 &gt; 저스트 익스프레스 &gt; 실시간 디자인 &gt; 임시치아 or 인레이</h5><ul><li><p>자주 사용하는 보철을 즐겨찾기로 추가할 수 있습니다.</p></li></ul><h5><strong><img src="""" alt=""제목 없는 디자인 (8)_0.5344692235332558.jpg"" contenteditable=""false""></strong><br></h5><h5><strong>2. 주문 등록시 팝업창 체크박스를 체크해야 [확인] 버튼이 활성화 됩니다</strong></h5><h5><img src="""" alt=""제목 없는 디자인 (2)_0.3379651088675284.gif"" contenteditable=""false""><br></h5><p><br></p><h5><br></h5><h5><strong>3. 한 개의 주문서에서 [새로운 보철 추가]를 클릭하여 저스트 템프",인레이,"로딩을 의뢰할 수 있습니다.</strong></h5><p><img src="""" alt=""새로운 보철 추가_0.6476513905763726.gif"" contenteditable=""false""><br></p>""",,
0,0,[업데이트] Medit Link 스캔 파일 연동 기능,"<h2>주문서의 [Medit Link] 자동 스캔 전송 기능이 업데이트 되었습니다.</h2><p><br></p><p><br></p><h5>- Medit Link와 저스트스캔의 <strong>[가입된 치과명/ 주문서의 환자명]</strong>이 동일해야 자동 전송됩니다.</h5><h5>- 스캔 파일은 주문서 우측 상단 <strong>[스캔 STL]에서 </strong>확인 가능합니다.</h5><p><img src="" alt=image_0.9387500706159679.png"" contenteditable=""false""><br></p><h3><br></h3><p><br></p><p><br></p><div contenteditable=""false""><hr></div><h3><strong>📌 구강스캔 STL 뷰어</strong></h3><ul><li><p>표시된 아이콘 클릭 &gt; 구강스캔 STL을 볼 수 있습니다.</p></li><li><p>뷰어에서 치악 스캔 STL을 각각 확인할 수 있습니다.</p></li></ul><p><img src="""" alt=""1_0.9011588364189229.jpg"" contenteditable=""false""><br></p><p><img src="""" alt=""image_0.41840218095437876.png"" contenteditable=""false""><br></p><p><br></p><p><br></p><h3><strong>📌 구강스캔 STL 다운로드</strong></h3><ul><li><p>표시된 아이콘 클릭 &gt; 다운로드 된 압축 파일 해제 후 스캔 파일 확인 가능합니다.</p></li></ul><p><img src="""" alt=""2_0.9388669403679579.jpg"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 재주문 이력의 치식 표시 기능  ,"<h2>재주문 시 주문서 이력에 치식 정보가 표시 기능이 업데이트 되었습니다.</h2><p><br></p><p><br></p><h4>📌  재주문 이력을 통해 이전 주문서의 치식을 확인 할 수 있습니다. </h4><h6> <strong>이전 주문서를 클릭 시/ 해당 주문서 내용 확인이 가능합니다. </strong></h6><p><br></p><p><img src="" alt=제목 없는 디자인 (7)_0.6023957655119285.jpg"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 주문서 첨부파일 확장자 추가,"<h2>주문서 첨부파일 확장자 추가 기능이 업데이트 되었습니다.</h2><p><br></p><p><br></p><p><strong>📌 첨부파일</strong></p><p>- [스캔파일/ 동영상] 등 [첨부 파일]을 통해 업로드 가능합니다.</p><p>- .zip .stl .ply .dcm .avi 등 모든 확장자 첨부 가능</p><p><br></p><p><br></p><p><strong>📌 사진 이미지</strong></p><p>- 이미지 확장자 파일만 업로드 가능합니다.</p><p>- [쉐이드 포토]는 첨부된 파일의 썸네일 제공 및 이미지 뷰어 연동을 위해 [사진 이미지] 항목에 첨부해 주세요.</p><p><br></p><p><img src="" alt=1_0.9770022869356014.jpg"" contenteditable=""false""><br></p><p><br></p><p><br></p>""",,,,,,,
0,0,[업데이트] 재주문 과정 리뉴얼 (2023.11.28) ,"<h2>[재주문 작성 방법]이 변경 되었습니다!</h2><p><br></p><p><br></p><h5><strong>1. 주문서 선택 후/ 오른쪽 하단 [재주문]을 클릭하여 재주문 할 수 있습니다.</strong></h5><p>- 주문이 [배송]/ [완료] 단계가 되어야 재주문 가능합니다. </p><p><img src="" alt=재주문 작성법_0.4014047695278664.gif"" contenteditable=""false""><br></p><p><br></p><p><br></p><p><br></p><p><br></p><h5><strong>2. [주문관리] &gt; [재주문] 클릭하여 최근 3~7일 주문서에서 재주문 할 수 있습니다.</strong></h5><p>- 그 외 기간 주문 건은 [직접 검색]을 통해 확인 가능</p><p>- 완료된 주문 건에 대한 주문서 내역만 노출</p><p><img src="""" alt=""제목 없는 디자인_0.8395420602590489.gif"" contenteditable=""false""><br></p><p><br></p><p><br></p>""",,,,,,,
0,0,[업데이트] 이전 주문 내역 불러오기 기능,"<h2>주문서에서 이전 주문서의 내역 불러오기 기능이 업데이트 되었습니다! </h2><p><br></p><p>- 동일 환자의 이전 주문서 정보를 확인할 수 있습니다. </p><p>- <strong>환자명/ 차트 번호가 동일</strong>하여야 이전 주문 내역을 불러오기 기능이 가능합니다. </p><p><img src="" alt=제목 없는 디자인_0.15006624914356603.gif"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 체크리스트 수정,<h2><strong>체크리스트 하위 항목에 대한 옵션 확인 가능하도록 변경 되었습니다.</strong> </h2><p>- 저장한 체크리스트의 수정이 필요할 경우 <strong>수정이 필요한 내용 캡쳐 후 고객센터 채팅으로 전달 </strong>부탁드립니다.</p><p><br></p><p><br></p><p><br></p>,,,,,,,
0,0,[업데이트] 익스프레스 주문시 실물 보철 주문서 생성,"<h2>익스프레스 주문시/ 실물 보철 주문서 생성 기능이 업데이트 되었습니다.</h2><p><br></p><p><br></p><p>- 익스프레스 주문 등록 후/ 실물 보철을 함께 선택할 경우 실물 보철 주문서가 생성 됩니다.</p><p>- 크라운 &gt; 지르코니아로 기본 설정됩니다.</p><p>- 실물 보철 주문서의 분할선/ 색상/ 추가 정보를 확인 후에 주문서 등록해 주세요.</p><p><br></p><p><img src="" alt=실물 보철_0.6769423377469761.gif"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[업데이트] 재주문시 사유 선택 항목 추가,"<h2>저스트스캔 재주문시/ 사유 선택 항목이 추가 되었습니다.</h2><p><br></p><p><strong>- [재주문 전송] &gt; [재주문 사유] 선택 후 주문 등록해 주세요.</strong></p><p><img src="" alt=재주문 사유_0.09248525200816649.gif"" contenteditable=""false""><br></p><p><br></p><p><br></p><p>+ 익스프레스 주문 또한 동일하게 재주문 사유 선택해 주세요.</p><p><img src="""" alt=""image_0.9384671019215931.png"" contenteditable=""false""><br></p><p><br></p>""",,,,,,,
0,0,[업데이트] 다른 재료 생성시 자동 분할선 기능,"<h2>다른 보철로 주문할 경우/ 자동으로 싱글 설정 기능이 업데이트 되었습니다. </h2><p><br></p><p>1. 보철 선택 후/ 새로운 보철 추가 클릭</p><p>2. 보철 선택 &gt; 다른 보철 클릭 후 치식 선택 - 자동 분할선 생성</p><p><br></p><p><br></p><p><img src="" alt=다른 재료_0.9641434858480784.gif"" contenteditable=""false""><br></p><p><br></p>""",,,,,,,
0,0,[안내] 성탄절/ 신정 휴무일 안내,"<p><img src="" alt=크리스마스","-신정_0.3207307413258098.jpg"" contenteditable=""false""><br></p>""",,,,,,
0,0,[업데이트] CT 뷰어 기능 업데이트,"<h2><strong>주문서의 CT 뷰어 기능이 업데이트 되었습니다.</strong></h2><h3>**연동을 원할시 고객센터 채팅으로 문의해주세요 :) </h3><p><br></p><p><br></p><h4>바텍 PC에 연동 어플 설치 시/</h4><h4><br></h4><p><br></p><p><br></p><ul><li><p><strong>CT/ 파노라마/ PA 사진을 웹사이트에서 확인할 수 있습니다.</strong></p><p>- CT는 현재 내부 테스트 중으로/ 정식 서비스 시/ 공지사항을 통해 안내 드리겠습니다.</p></li></ul><ul><li><p><strong>환자명이 동일하여야 자동 연동됩니다.</strong></p></li><li><p><strong>주문서 우측 상단 [CT]/ [파노라마]에서 확인 가능합니다.</strong></p><p><br></p><p><img src="" alt=공지사항 업데이트_0.26919481153770897.gif"" contenteditable=""false""><br></p></li></ul><p><br></p><div contenteditable=""false""><hr></div><p><br></p><p><br></p><h5><strong>1. 촬영 일시 클릭</strong></h5><p><img src="""" alt=""CT_공지사항_0.8432157813109669.gif"" contenteditable=""false""><br></p><p><br></p><p><br></p><p>- Scroll [수평면 이동]</p><p>- Zoom [확대/축소]</p><p>- Window leve [밝기/투과성]</p><p>- Draw[거리 측정]</p><h5><img src="""" alt=""Ct_공지사항2_0.5176401731331388.gif"" contenteditable=""false""><br></h5><p><br></p>""",,,,,,,
0,0,[업데이트] 플랜 요금제 변경 안내 (Premium plan 최소 이용 금액/ 포인트 적립률),"<h2>2024년부터 Premium/ Standard/ Essential plan의 최소 이용 금액 및 포인트 적립률이 조정됩니다.</h2><h4>- 2023년 특별 가격으로 제공되던 요금 및 할인 적립이 종료되고 <span data-raw-html=span"" style=""color: #ba8baf"">정상 가격으로 변경</span>됩니다.</h4><h4>- 플랜별 최소 이용 금액","포인트 적립률 변경은 <span data-raw-html=""span"" style=""color: #ba8baf"">2024년 2월 청구부터 적용</span>됩니다.</h4><h3><br></h3><h3>Premium 플랜</h3><h3>1. 최소 이용 금액 100만원 -&gt; 200만원으로 변경</h3><h3><br></h3><h3>Standard 플랜</h3><h3>1. 최소 이용금액 100만원 -&gt; 200만원으로 변경</h3><h3>2. 추가 포인트 적립 15% -&gt; 10%으로 변경</h3><h3><br></h3><h3>Essential 플랜</h3><h3>1. 추가 포인트 적립 15% -&gt; 10%으로 변경</h3><h3><br></h3><p><br></p>""",,,,,,
0,0,[안내] 전자 세금계산서 발행 변경사항 (2024년 2월 청구부터 적용),"<h2>2024년도 전자 세금 계산서 발행 변경사항에 대하여 안내드립니다.</h2><p><br></p><h3>- 기존안</h3><h3>카드 결제고객 : 카드 영수증 발행</h3><h3>현금 결제고객 : 전자 세금 계산서 발행</h3><p><br></p><h3>- 2024 변경안</h3><h3>모든 고객 : 전자 세금 계산서 발행</h3><p><br></p><h4>전자세금계산서 발행일은 매월 10일입니다.</h4><h4>e.g.) 2024년 1월 매출 -&gt; 2024년 2월 10일 1월분 발행</h4><p><br></p><h4><strong>*주의사항 : 카드 결제 고객께서는 </strong><strong><span data-raw-html=span"" style=""color: #f7ca88"">신용카드 영수증을</span><span data-raw-html=""span"" style=""color: #f90000""> </span><span data-raw-html=""span"" style=""color: #dc9656"">매입 증빙에 미포함</span> 하셔야 이중 매입이 발생되지 않습니다.</strong></h4><p><br></p><h4>추가 문의 사항은 고객센터 채팅으로 문의 부탁드립니다.</h4><h4>감사합니다.</h4>""",,,,,,,
0,0,"[업데이트] 기타 보철 선택 > 크라운 > 임시치아"" 가격 변경""",<h3>기타 보철 선택 &gt; 크라운 &gt; 임시치아 </h3><p><br></p><h3>- 기존 가격 : 케이스당 7천원/ 치식당 3천원 추가</h3><h4>e.g. 치식 1개 = 10/000원/ 치식 2개 = 13/000원/ 치식 3개 = 16/000원</h4><p><br></p><h3>- 변경 가격 : 치식당 5천원</h3><h4>e.g. 치식 1개 = 5/000원 / 치식 2개 = 10/000원/ 치식 3개 = 15/000원</h4>,,,,,,,
0,0,전자세금계산서 및 카드.현금 영수증 발행 안내,"<p><img src="" alt=저스트스캔-세금계산서-공지-팝업_0.9241151454701684.jpg"" contenteditable=""false""><br></p>""",,,,,,,
0,0,[안내] 2024년 2월 설날 휴무일 안내,"<p><img src="" alt=image_0.53312063591336.png"" contenteditable=""false""><br></p>""",,,,,,,
2,20,사용하는 아이디는 반드시 이메일 주소만 가능한가요?,로그인이 가능한 아이디 형식은 이메일 주소가 아니어도 가능합니다.하지만 최초 가입에 사용되는 아이디는 반드시 이메일 주소 형식 이여야 하며/ 인증 번호를 확인하기 위해 메일의 수신이 가능해야 합니다.,,,,,,,
2,20,최초 로그인하면 인증 정보를 작성하라는 안내가 보이는데 어떻게 작성하면 되나요?,인증에 필요한 추가적인 정보는 설정>계정설정>조직 정보 탭에서 작성할 수 있습니다.,,,,,,,
2,20,병원에 근무하는 직원들이 사용할 수 있는 계정을 따로 만들고 싶어요.,병원에 근무하시는 의사 선생님/ 위생사 선생님 마다 개인 로그인 계정을 만들 수 있습니다.계정의 생성 및 수정은 마스터 계정에서만 가능합니다.설정>계정설정>의사계정 or 서브계정에서 운영할 수 있습니다.,,,,,,,
2,20,의사계정 or 서브계정도 아이디가 이메일 형식이여야 하나요?,아닙니다.의사계정 or 서브계정은 반드시 이메일 형식이 아니어도 가능하며 정상적으로 로그인 하실 수 있습니다.,,,,,,,
2,20,회원탈퇴는 어떻게 하나요?,회원탈퇴는 마스터계정에서 신청이 가능합니다.설정>계정설정>회원탈퇴 에서 신청하실 수 있습니다.회원탈퇴가 신청되면 저스트스캔에서 확인을 거쳐 최종 탈퇴를 진행해 드립니다.이 과정에서 일정 시간이 소요될 수 있습니다.,,,,,,,
2,20,신용카드  등록은 어떻게 하나요?,"<p>치과 운영계정 로그인 &gt; Menu &gt; 결제 &gt; 신용카드 에서 요금 결제를 위한 신용카드 등록이 가능하고 등록된 카드에서 <strong>매월 11일 자동 결제</strong>가 이루어집니다.</p><p>카드 등록은 여러개가 가능하며 체크 표시한 카드로 결제가 진행됩니다.</p><ul><li><p>카드 인지를 위해 별칭과 함께 등록할 수 있으며 카드 번호를 포함해서 어떠한 정보도 저장되지 않습니다.(결제를 위한 빌링키만 관리)</p></li><li><p>최초 별칭 등록시에 카드 번호 마지막 4자리만 함께 별칭 저장해드립니다.(이후 이용자에 의해 수정 가능)</p></li><li><p>카드 등록시 확인을 위해 100원이 실제로 결제되며 이 결제 금액은 취소처리됩니다.</p></li><li><p><img src="" alt=image.png"" contenteditable=""false""><br></p></li></ul>""",,,,,,,
2,20,사업자등록증 등록 방법,<h3>1. 치과 운영계정 로그인</h3><h3>2. 좌측 메뉴 &gt; 설정 &gt; 계정설정 &gt; 조직정보</h3><h3>3. 증빙자료에 사업자등록증 첨부</h3>,,,,,,,
2,21,주문 작성은 어디에서 할 수 있나요?,주문 작성은 로그인 후 이용할 수 있습니다.대시보드와 주문관리 화면에 보여지는 “주문 작성”을 누르시면 주문 작성이 가능합니다.,,,,,,,
2,21,주문 작성화면에서 보철을 포함한 주문 정보를 작성할 수 있는 항목이 모두 보여지지 않습니다.,주문서 항목은 차트 번호와 환자명이 모두 입력되어야 다 보여집니다.차트 번호와 환자명을 확인하는 과정을 거쳐 동일한 주문 내역이 있을 경우 자동 작성되어 주문 작성 시 편의성을 제공하고 있습니다.,,,,,,,
2,21,차트 번호와 환자명이 입력되면 환자 사진을 포함하여 일부 정보가 자동으로 생성됩니다.,자동으로 생성되는 주문 정보는 다음과 같은 주문 이력이 있을 경우 해당될 수 있습니다.1. 주문서 작성 전 저스트스캔 앱을 통해 사진이 촬용되어 있는 경우2. 임시 주문으로 저장된 주문이 있는 경우입니다.,,,,,,,
2,21,구강스캐너를 선택할 수 없는데 선택하지 않으면 주문 등록이 되지 않습니다.,"<p>구강스캐너는 설정&gt;운영설정&gt;구강스캐너에서 등록할 수 있습니다.</p><p><br></p><p>스캐너 정보가 등록되어있어야 주문 작성 시 선택할 수 있습니다.</p><p><br></p><p><img src="" alt=픽스처",스캔바디,"스캐너 설정_0.914175487912485.gif"" contenteditable=""false""><br></p>""",,,,,
2,21,보철 선택 항목에서 보철을 선택할 수 없습니다.,보철 선택은 많은 보철 중에 사용할 보철을 손 쉽게 선택할 수 있도록 제공되는 즐겨찾기 기능입니다.기타보철 선택 항목을 선택하시면 우측에 보철을 선택할 수 있는 보철 항목이 활성화되며 보철 항목에서 보철을 선택할 수 있습니다.자주 사용되는 보철은 선택된 상태에서 “즐겨찾기 추가”를 눌러 보철 선택 항목으로 지정해두고 편리하게 사용할 수 있습니다.,,,,,,,
2,21,보철과 치식은 선택 우선순위가 있나요?,보철과 치식 선택에 대한 우선순위는 없습니다.편리하신 데로 선택하시면 됩니다.이미 선택된 보철 및 치식정보도 자유롭게 변경이 가능합니다.,,,,,,,
2,21,치식 영역에 보여지는 보철 선택 정보는 드래그 또는 클릭할 때 마다 변하는데 어떤 의미인가요?,1. 드래그 또는 클릭으로 선택된 치식은 보철이 없을 경우 하이라이트로 표시됩니다.2. 선택된 치식에 보철이 매칭되면 해당되는 보철의 색상으로 변하고 아래 보철 종류의 약어가 함께 표시됩니다.3. 클릭 동작은 선택→파닉→미선택→선택 으로 순환되며 동작됩니다.4. 드래그 동작은 선택→미선택으로 순환되며 동작됩니다.5. 선택된 치식과 선택되지 않은 치식이 동시에 드래그 되면 선택되지 않은 치식이 함께 선택으로 전환되어 추가됩니다.,,,,,,,
2,21,스플린트가 자동으로 표시되는데 변경이 가능한가요?,스플린트 정보는 보철 종류에 따라 많이 사용되는 구간으로 자동 처리됩니다.스플린트 처리 버튼을 통해 자유롭게 변경이 가능합니다.,,,,,,,
2,21,한 번의 주문서 작성에서 여러가지 보철 주문을 동시에 작성할 수 있나요?,네. 가능합니다.치식 아래에 현재 작성중인 주문의 정보가 보여집니다.아래에 있는 “새로운 보철 추가” 버튼을 클릭하여 다른 보철에 대한 주문을 생성할 수 있습니다.,,,,,,,
2,21,한 개의 주문에 보철 정보가 두 개 이상일 경우 두 개의 보철 정보를 동시에 작성할 수 있나요?,한 개의 주문서 작성에 두 개 이상의 보철 주문을 생성하고 작성할 수 있습니다.두 개 이상의 보철 정보가 만들어 질 경우 작성 또는 수정을 원하는 보철 정보 영역 또는 ‘이 주문 내용을 변경합니다’ 체크 항목을 선택하시면 해당 하는 보철 정보를 편집할 수 있습니다.,,,,,,,
2,21,주문 작성 과정에서 작성된 전체 주문 정보를 치식에 표시할 수 있나요?,주문 작성 과정에서는 특정 보철 정보 영역이 선택되면 치식 에서는 해당 영역의 주문 정보만 표시되고 나머지 치아는 비활성화로 보여집니다.하지만/ 보철 정보 영역이 모두 선택 해제될 경우 치식 에서는 모든 보철 정보가 포함된 주문 정보가 함께 표시됩니다.보철 정보 영역의 해제는 선택된 보철 정보 영역을 한 번 더 클릭하거나/ ‘이 주문 내용을 변경합니다’ 항목을 체크 해제하면 됩니다.,,,,,,,
2,21,픽스처 & 스캔바디가 두 개 이상 사용되게 되어 픽스처 또는 스캔바디를 추가했는데 이미 선택되어 있던 치식이 해제되지 않습니다.,픽스처 & 스캔바디는 최초 선택된 종류가 우선적으로 지정되어 있습니다.추가된 픽스처 또는 스캔바디의 비활성화된 치식에서 지정될 치아를 선택하면 새로운 픽스처 & 스캔바디로 추가되며 이전 지정된 치아는 자동으로 해제됩니다.,,,,,,,
2,21,추가된 픽스처 & 스캔바디를 다시 지웠는데 지정된 치아가 남아있는 픽스처 또는 스캔바디로 이동되지 않습니다.,추가된 픽스처 또는 스캔바디가 삭제될 경우 남아있는 픽스처 또는 스캔바디가 1개일 경우에만 모든 치아정보가 남아있는 픽스처 또는 스캔바디로 지정됩니다.두 개 이상일 경우 주문자가 직접 남아있는 픽스처 또는 스캔바디 정보를 선택해서 지정해 주어야 합니다.,,,,,,,
2,21,스캔바디/ 픽스쳐/ 멀티유닛 등 일부 항목에서 선택할 수 있는 옵션이 보여지지 않습니다.,"<h2>스캔바디/ 픽스쳐/ 쉐이드/ 스캐너 추가 및 관리</h2><h4>스캔바디/ 베이스/ 픽스쳐/ 멀티유닛 등 일부 항목은 등록한 후 사용되는 항목들입니다.</h4><p><br></p><ol><li><p>치과 운영 계정으로 로그인</p><ul><li><p>제품 관리는 운영 계정에서만 가능합니다.</p></li></ul></li><li><p>좌측 메뉴의 설정 → 운영 설정</p><ul><li><p>1 Depth/ 2 Depth/ 3 Depth에서 원하는 제품 선택 후 등록할 수 있습니다.</p></li><li><p>사용하지 않는 제품은 삭제할 수 있습니다.</p></li><li><p>치과에서 사용하는 제품 선택이 불가한 경우/ 우측 상단 고객 지원 → 1:1 문의를 통해 추가 요청을 할 수 있습니다.</p></li></ul></li></ol><p><br></p><p><img src="" alt=픽스처",스캔바디,"스캐너 설정_0.9111192464684836.gif"" contenteditable=""false""><br></p>""",,,,,
2,21,재주문은 어떻게 하나요?,<p><br></p><p>진행된 주문이 배송단계 또는 완료단계가 되면 재주문을 신청할 수 있습니다.</p><p><br></p><p>주문단계가 배송 or 완료단계가 되면 재주문 선택 체크박스가 나타나게 됩니다.</p><p><br></p><p>체크 후 재주문을 클릭하면 해당 주문 단계는 접수 단계로 변경됩니다.</p><p><br></p><p>이 단계에서 주문 정보를 변경할 수도 있습니다.</p><p><br></p><p>또한/ 채팅창이 자동으로 활성화되어 재주문에 필요한 정보를 빠르게 전달할 수 있습니다.</p>,,,,,,,
2,21,주문 후에 추가로 파일을 전송할 수 있나요?,"<ul><li><p>해당 추문의 채팅 기능을 활용해서 파일을 전송할 수 있습니다.</p></li><li><p>채팅창 좌측 하단 아이콘을 클릭해 파일 전송을 할 수 있습니다.</p></li></ul><ul><li><p>주문서에 미처 기입하지 못한 정보가 있다면 채팅으로 빠르게 전달할 수도 있습니다.</p></li><li><p><img src="" alt=image.png"" contenteditable=""false""><br></p></li></ul>""",,,,,,,
2,21,주문의 진행 단계가 배송에서 완료로 자동으로 변해요.,- 진행 단계가 '배송'인 주문은 설정한 환자 내원일 +2일이 되면 자동으로 완료 처리가 됩니다. (배송 > 완료),,,,,,,
2,22,금액통계에서 보여지는 자료는 어떤 자료인가요?,금액통계에 나타나는 자료는 전달 1일 ~ 말일까지 완료된 주문 건을 기준으로 보여지는 자료입니다.기간을 변경하거나 다른 조건으로 통계자료를 확인하고 싶으실때는 검색 기능을 통해 조회가 가능합니다.,,,,,,,
2,22,거래명세서에서 보여지는 자료는 어떤 자료인가요?,매월 1일 ~ 말일까지 완료된 주문 건을 기준으로 거래금액을 확인할 수 있는 자료입니다.월별 상세 자료는 해당 데이터 행을 클릭하여 자세히 확인할 수 있습니다.거래명세서 조회는 월별로 가능하고 검색 기능을 통해 특정 월의 거래금액을 조회할 수 있습니다.현재 달에 대한 거래금액은 말일까지 변동될 수 있습니다.,,,,,,,
2,23,주문서에 채팅 아이콘이 생성되는데 어떤 기능인가요?,주문마다 저스트스캔과 주문에 대한 커뮤니케이션이 가능한 주문 전용 채팅방이 자동으로 개설됩니다.채팅을 통해 주문 진행에 필요한 정보(텍스트/ 사진 이미지 등)을 쉽고 편리하고 전달하고 공유할 수 있습니다.,,,,,,,
2,23,주문 관련 채팅 내용은 병원 내 누구나 볼 수 있나요?,동일한 병원의 구성원은 누구나 모든 주문 채팅방에 입장 가능하고 이전 대화 기록을 모두 볼 수 있습니다.이는 채팅 기능을 통해 업무의 편의성을 높이기 위한 전용 채팅 기능으로 담당자의 부재/ 퇴사 등으로 인한 업무 공백을 최소화합니다.,,,,,,,
2,23,읽지 않은 새로운 채팅 메시지가 갑자기 읽음 상태로 변해있어요.,저스트스캔 주문 채팅은 업무용 채팅입니다.개인이 아닌 회사 차원에서 동작하는 기능이 적용되어 있습니다.개인 계정이 읽지 않아도 병원 내 누구든지 한 명이 메시지를 확인하면 그 메시지는 모두 확인 완료 처리가 됩니다.,,,,,,,
2,23,채팅 대화방에 표시되는 핀 기호는 무엇인가요?,<p>채팅 메시지마다 표시되는 핀 아이콘은 해당 대화 내용을 주문서에 저장하는 기능입니다.</p><p><br></p><p>대화 내용 중 중요한 내용은 핀 표시를 달아보세요.</p><p>채팅장을 열지 않고도 주문서에서 해당 대화 내용을 바로 확인하실 수 있습니다.</p>,,,,,,,
2,100,세금 계산서 발행은 어떻게 되나요?,<h3>매월 11일 이용 요금 계좌이체로 결제시 세금 계산서가 이메일로 발행됩니다.</h3><p><br></p>,,,,,,,
3,0,저스트 스캔 협력 기공소 보철 가격 안내,"<p><img src="" alt=image_0.3459088229908802.png"" contenteditable=""false""><br></p>""",,,,,,,
3,0,렌탈 구강 스캐너 인수 안내 (Medit i700 유선 기준),"<h1>Medit i700 유선 구강 스캐너 기준입니다.</h1><p><img src="" alt=렌탈 구강 스캐너 인수 안내.png"" contenteditable=""false""><br></p><p><br></p><h3>변경된 스캐너(Medit i600 유선)에 대해서는 인수 프로모션 논의중입니다.</h3><h3>정책 확립시 공지사항 및 이용안내 페이지에서 확인하실 수 있습니다.</h3>""",,,,,,,
3,0,저스트 스캔 협력 기공소 재제작 케이스 가격&배송일 안내,"<h3>재제작 비용</h3><p><br></p><p><img src="" alt=image_0.9229046863301944.png"" contenteditable=""false""><br></p><p><br></p><p><br></p><h3>재제작 배송일</h3><p><br></p><p><img src="""" alt=""스크린샷 2023-04-26 오후 4.16.13.png"" contenteditable=""false""><br></p><p><br></p>""",,,,,,,